periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especilizada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,116,78,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,27,26,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,2,1,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,59,38,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,4485,2503,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,,10409,6011,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,24,17,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,5,5,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,8,8,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,,22,22,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,7,7,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,,5,5,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,2,2,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,7,7,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,48,48,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,2,0,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,115,115,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,9,8,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,16,10,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,PENAL,PENAL,CONSULTAS,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,11,4,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,PENAL,PENAL,CONSULTAS,,73,66,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,PENAL,PENAL,DENUNCIA,,28,11,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,1,1,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,2,2,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,PENAL,PENAL,EXPEDIENTE,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,1,1,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,3,2,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,PENAL,PENAL,QUEJAS,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,71,18,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA ESTE,SUPERIOR,PENAL,PENAL,QUEJAS,,337,176,150137,LIMA,LIMA,SANTA ANITA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,26,26,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,105,105,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,107,105,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,25,25,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,123,116,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,1,1,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,13,12,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS ADUANEROS Y CONTRA LA PROPIEDAD INTELECTUAL,18,18,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,23,22,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,23,21,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,7,6,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,1613,1225,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,,2479,1928,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,23,21,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,2,0,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,11,6,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,4,1,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,14,12,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,7,7,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,8,8,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,PENAL,PENAL,CONSULTAS,,3,2,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,PENAL,PENAL,DENUNCIA,,8,6,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,1,1,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,PENAL,PENAL,QUEJAS,,5,5,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,PENAL,PENAL,CONTIENDA DE COMPETENCIA,,25,25,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,PENAL,PENAL,APELACIÓN DE AUTO,,5,5,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,PENAL,PENAL,APELACIÓN DE SENTENCIA,,6,6,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,PENAL,PENAL,ELEVACIÓN DE ACTUADOS,,170,170,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NOROESTE,SUPERIOR,PENAL,PENAL,ELEVACIÓN EN CONSULTA,,8,8,070106,CALLAO,CALLAO,VENTANILLA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,32,27,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,325,317,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,211,181,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,41,41,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,318,280,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,3,3,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,14,14,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS ADUANEROS Y CONTRA LA PROPIEDAD INTELECTUAL,24,24,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,56,31,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,21,20,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRATA DE PERSONAS,17,13,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,18,16,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,25,24,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,TRANSITO Y SEGURIDAD VIAL,675,559,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,5485,4360,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,,7928,5229,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,DELITOS DE TRAFICO ILICITO DE DROGAS,5,1,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,1,1,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,4,4,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,7,7,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,156,109,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,6,6,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,1,1,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,260,200,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,17,17,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,71,71,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,216,216,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,2,2,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,2,1,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,CONSULTAS,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,16,16,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,CONSULTAS,,71,66,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,2,2,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,DENUNCIA,,16,9,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,2,2,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,15,12,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,9,6,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,16,9,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,1,1,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,QUEJAS,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,94,94,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA NORTE,SUPERIOR,PENAL,PENAL,QUEJAS,,260,229,150112,LIMA,LIMA,INDEPENDENCIA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,1,1,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,124,121,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,231,195,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,18,17,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,76,71,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,7,7,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,60,50,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,3617,2071,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,PROVINCIAL,PENAL,PENAL,DENUNCIA,,6956,5218,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,4,2,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,65,41,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,1,1,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,66,56,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,3,2,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,30,30,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,9,9,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,19,19,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,2,2,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,PENAL,PENAL,CONSULTAS,,51,30,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,2,2,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,PENAL,PENAL,DENUNCIA,,12,10,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,1,1,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,45,35,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,2,2,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,9,9,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LIMA SUR,SUPERIOR,PENAL,PENAL,QUEJAS,,453,242,150142,LIMA,LIMA,VILLA EL SALVADOR,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,6,6,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,54,52,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,87,64,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,8,5,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
