periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especilizada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - FEBRERO,2026,05/03/2026,PUNO,SUPERIOR,PENAL,PENAL,CONSULTAS,,82,67,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,SUPERIOR,PENAL,PENAL,DENUNCIA,,64,64,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,3,2,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,3,0,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,2,1,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,SUPERIOR,PENAL,PENAL,QUEJAS,,240,182,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,4,2,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,3,3,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,54,43,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,124,69,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,13,13,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,183,112,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,29,28,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,3,3,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,8,8,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,69,48,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,17,17,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,135,110,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,PENAL,PENAL,DENUNCIA,,3592,2783,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,1,1,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,3,1,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,1,0,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,4,4,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,1,1,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,,1,1,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,21,19,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,14,14,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,217,153,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,1,0,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,SUPERIOR,PENAL,PENAL,CONSULTAS,,27,24,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,SUPERIOR,PENAL,PENAL,DENUNCIA,,9,8,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,6,3,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,4,3,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SAN MARTIN,SUPERIOR,PENAL,PENAL,QUEJAS,,174,139,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,15,15,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,3,3,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,127,109,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,126,86,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,3,1,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,63,58,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,16,10,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,6,6,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,7,7,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,53,27,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,25,24,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,PENAL,PENAL,DENUNCIA,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,5,2,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,30,10,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,PENAL,PENAL,DENUNCIA,,4461,3309,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,4,0,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,5,5,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,3,3,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,28,28,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,22,22,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,6,6,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,151,150,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,1,1,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,1,1,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,PENAL,PENAL,CONSULTAS,,40,37,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,1,1,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,PENAL,PENAL,DENUNCIA,,19,9,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,4,4,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,3,1,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,1,1,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,12,12,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SANTA,SUPERIOR,PENAL,PENAL,QUEJAS,,265,199,021801,ANCASH,SANTA,CHIMBOTE,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,78,57,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,65,52,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,5,5,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,58,48,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,7,5,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,3,1,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,47,39,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,31,25,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,120,63,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,PROVINCIAL,PENAL,PENAL,DENUNCIA,,3694,2727,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,32,14,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,9,9,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,,2,2,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,1,1,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,2,2,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,35,32,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,135,119,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,SUPERIOR,PENAL,PENAL,CONSULTAS,,24,22,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,SUPERIOR,PENAL,PENAL,DENUNCIA,,7,7,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,2,2,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,2,2,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,1,1,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SELVA CENTRAL,SUPERIOR,PENAL,PENAL,QUEJAS,,94,91,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,67,65,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,66,60,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,6,6,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,14,13,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,3,3,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,27,21,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,30,18,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,PROVINCIAL,PENAL,PENAL,DENUNCIA,,2417,1922,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,2,2,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,1,1,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,,1,1,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,8,8,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,4,4,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,240,240,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,3,3,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,SUPERIOR,PENAL,PENAL,CONSULTAS,,29,29,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,SUPERIOR,PENAL,PENAL,DENUNCIA,,11,3,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,3,3,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,SULLANA,SUPERIOR,PENAL,PENAL,QUEJAS,,130,130,200601,PIURA,SULLANA,SULLANA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,11,11,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,91,87,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,41,31,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,10,10,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,5,5,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,14,11,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS ADUANEROS Y CONTRA LA PROPIEDAD INTELECTUAL,48,43,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,63,54,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,11,11,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRATA DE PERSONAS,20,20,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,PENAL,PENAL,DENUNCIA,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,10,5,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,24,24,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,264,263,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,PENAL,PENAL,DENUNCIA,,2556,2129,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,1,1,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,1,1,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,5,5,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,22,22,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,33,33,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,155,155,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,SUPERIOR,PENAL,PENAL,CONSULTAS,,41,41,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,SUPERIOR,PENAL,PENAL,DENUNCIA,,6,6,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,5,3,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,1,1,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TACNA,SUPERIOR,PENAL,PENAL,QUEJAS,,297,297,230101,TACNA,TACNA,TACNA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,4,4,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,58,55,240101,TUMBES,TUMBES,TUMBES,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,TUMBES,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,47,39,240101,TUMBES,TUMBES,TUMBES,25/03/2026
