anio,mes,fecha_descarga,distrito_fiscal,ubicacion_especialidad,cargo,condicion,sexo,total,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
2023,12,12/01/2024,AMAZONAS,MATERIA AMBIENTAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MATERIA AMBIENTAL,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MATERIA AMBIENTAL,FISCAL PROVINCIAL,TITULAR,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,4,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,9,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,5,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,4,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL PROVINCIAL,TITULAR,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,MIXTA,FISCAL SUPERIOR,TITULAR,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PENAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,9,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PENAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,11,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PENAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,8,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PENAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,13,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PENAL,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PENAL,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PENAL,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PENAL,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PENAL,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PENAL,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,6,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PENAL,FISCAL PROVINCIAL,TITULAR,FEMENINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PENAL,FISCAL PROVINCIAL,TITULAR,MASCULINO,9,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PENAL,FISCAL SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,3,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PREVENCION DEL DELITO,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PREVENCION DEL DELITO,FISCAL PROVINCIAL,TITULAR,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,PREVENCION DEL DELITO,FISCAL PROVINCIAL,TITULAR,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,TRAFICO ILICITO DE DROGAS,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,TRAFICO ILICITO DE DROGAS,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,TRAFICO ILICITO DE DROGAS,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,AMAZONAS,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,31/10/2025
2023,12,12/01/2024,ANCASH,AUTORIDAD NACIONAL DE CONTROL,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,AUTORIDAD NACIONAL DE CONTROL,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,AUTORIDAD NACIONAL DE CONTROL,FISCAL SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,7,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,6,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,4,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,2,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO SUPERIOR,TITULAR,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL PROVINCIAL,TITULAR,FEMENINO,2,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL PROVINCIAL,TITULAR,MASCULINO,2,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL SUPERIOR,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,DERECHOS HUMANOS E INTERCULTURALIDAD,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,2,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,DERECHOS HUMANOS E INTERCULTURALIDAD,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,EXTINCION DE DOMINIO,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,EXTINCION DE DOMINIO,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,EXTINCION DE DOMINIO,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,FAMILIA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,13,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,FAMILIA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,FAMILIA,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,4,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,FAMILIA,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,FAMILIA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,FAMILIA,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,2,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,FAMILIA,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,3,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,FAMILIA,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,FAMILIA,FISCAL PROVINCIAL,TITULAR,FEMENINO,5,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,FAMILIA,FISCAL PROVINCIAL,TITULAR,MASCULINO,7,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,FAMILIA,FISCAL SUPERIOR,TITULAR,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,MATERIA AMBIENTAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,MATERIA AMBIENTAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,MATERIA AMBIENTAL,FISCAL PROVINCIAL,TITULAR,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,MIXTA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,MIXTA,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,5,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,MIXTA,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,MIXTA,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,MIXTA,FISCAL PROVINCIAL,TITULAR,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,MIXTA,FISCAL PROVINCIAL,TITULAR,MASCULINO,2,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,MIXTA,FISCAL SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,36,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,17,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,33,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,41,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL ADJUNTO SUPERIOR,TITULAR,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,4,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,7,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,6,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,4,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL PROVINCIAL,TITULAR,FEMENINO,9,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL PROVINCIAL,TITULAR,MASCULINO,33,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL SUPERIOR,TITULAR,FEMENINO,2,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PENAL,FISCAL SUPERIOR,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,2,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,PREVENCION DEL DELITO,FISCAL PROVINCIAL,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,13,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,3,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
2023,12,12/01/2024,ANCASH,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,3,020101,ANCASH,HUARAZ,HUARAZ,31/10/2025
