año,mes,fecha_proceso,distrito_fiscal,tipo_fiscalia,fiscalia,especialidad
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA ESPECIALIZADA EN MATERIA AMBIENTAL DE AMAZONAS,MATERIA AMBIENTAL
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE BAGUA,FAMILIA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE BONGARÁ,FAMILIA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE CHACHAPOYAS,FAMILIA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE CONDORCANQUI,FAMILIA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE LUYA,FAMILIA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE RODRÍGUEZ DE MENDOZA,FAMILIA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE UTCUBAMBA,FAMILIA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA DE BAGUA,CRIMINALIDAD ORGANIZADA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA DE PREVENCIÓN DEL DELITO DE AMAZONAS,PREVENCIÓN DEL DELITO
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN DELITOS DE CORRUPCIÓN DE FUNCIONARIOS DE AMAZONAS,CORRUPCIÓN DE FUNCIONARIOS
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL ESPECIALIZADA EN DELITOS DE CORRUPCIÓN DE FUNCIONARIOS DE BAGUA,CORRUPCIÓN DE FUNCIONARIOS
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL ESPECIALIZADA EN DELITOS DE VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE BAGUA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL ESPECIALIZADA EN DELITOS DE VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE UTCUBAMBA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN MATERIA AMBIENTAL DE BAGUA,MATERIA AMBIENTAL
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN PREVENCIÓN DEL DELITO DE BAGUA,PREVENCIÓN DEL DELITO
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN PREVENCIÓN DEL DELITO DE BAGUA-UTCUBAMBA,PREVENCIÓN DEL DELITO
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN TRÁFICO ILÍCITO DE DROGAS DE AMAZONAS - SEDE CHACHAPOYAS,TRÁFICO ILÍCITO DE DROGAS
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE CAJARURO,MIXTA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE CUMBA,MIXTA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE IMAZA,MIXTA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE LA JALCA,MIXTA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE LEIMEBAMBA,MIXTA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL MIXTA DE LONYA GRANDE,MIXTA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE MOLINOPAMPA,MIXTA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE OCALLI,MIXTA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL MIXTA DE RIO SANTIAGO,MIXTA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE TINGO,MIXTA
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL PENAL CORPORATIVA DE BAGUA,PENAL
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHACHAPOYAS,PENAL
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL PENAL CORPORATIVA DE JAZAN,PENAL
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PROVINCIAL PENAL CORPORATIVA DE RODRÍGUEZ  DE MENDOZA,PENAL
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL PENAL CORPORATIVA DE UTCUBAMBA,PENAL
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL PENAL DE BONGARA,PENAL
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL PENAL DE CONDORCANQUI,PENAL
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL PENAL DE FLORIDA,PENAL
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL PENAL DE LUYA,PENAL
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL ESPECIALIZADA EN DELITOS DE VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE CONDORCANQUI,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL ESPECIALIZADA DE VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE CENEPA-HUAMPAMI,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALIA PROVINCIAL ESPECIALIZADA DE VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE RIO SANTIAGO-YUTUPIS,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AMAZONAS,PROVINCIAL,FISCALÍA PENAL SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO DE AMAZONAS,SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO
2026,2,05/03/2026,AMAZONAS,SUPERIOR,FISCALÍA SUPERIOR MIXTA DE AMAZONAS,MIXTA
2026,2,05/03/2026,AMAZONAS,SUPERIOR,FISCALÍA SUPERIOR MIXTA DESCENTRALIZADA DE UTCUBAMBA,MIXTA
2026,2,05/03/2026,AMAZONAS,SUPERIOR,FISCALÍA SUPERIOR PENAL DE AMAZONAS,PENAL
2026,2,05/03/2026,AMAZONAS,SUPERIOR,FISCALÍA SUPERIOR PENAL DE BAGUA,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,1ª FISCALÍA PROVINCIAL DE FAMILIA DE HUARAZ,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,1º FISCALIA PROVINCIAL PENAL CORPORATIVA DE CARHUAZ,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,1º FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUARAZ,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,1º FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUAYLAS,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,1º FISCALIA PROVINCIAL PENAL CORPORATIVA DE YUNGAY,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,2ª FISCALÍA PROVINCIAL DE FAMILIA DE HUARAZ,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,2º FISCALIA PROVINCIAL PENAL CORPORATIVA DE CARHUAZ,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,2º FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUARAZ,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,2º FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUAYLAS,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,2º FISCALIA PROVINCIAL PENAL CORPORATIVA DE YUNGAY,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,3º FISCALIA PROVINCIAL PENAL CORPORATIVA DE CARHUAZ,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,3º FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUARAZ,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,4º FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUARAZ,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,5º FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUARAZ,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,6º FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUARAZ,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE ANCASH,CORRUPCIÓN DE FUNCIONARIOS
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL CORPORATIVA ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE HUARAZ,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE AIJA,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE ANTONIO RAYMONDI,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE ASUNCIÓN,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE BOLOGNESI,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE CARHUAZ,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE CARLOS FERMÍN FITZCARRALD,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE HUACAYBAMBA,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE HUARI,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE HUAYLAS,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE MARISCAL LUZURIAGA,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE OCROS,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE POMABAMBA,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE RECUAY,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE SAN MARCOS - HUARI,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE SIHUAS,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE YUNGAY,FAMILIA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA DE PREVENCIÓN DEL DELITO DE ANCASH,PREVENCIÓN DEL DELITO
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL ESPECIALIZADA EN MATERIA AMBIENTAL DE ANCASH,MATERIA AMBIENTAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE HUARI,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE HUAYLAS,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE POMABAMBA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE RECUAY,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL MIXTA DE HUALLANCA - BOLOGNESI,MIXTA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL MIXTA DE INDEPENDENCIA,MIXTA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL MIXTA DE MARCARA - CARHUAZ,MIXTA
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL PENAL CORPORATIVA DE ANTONIO RAYMONDI,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL PENAL CORPORATIVA DE BOLOGNESI,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUACAYBAMBA,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUARI,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PROVINCIAL PENAL CORPORATIVA DE SAN MARCOS - HUARI,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL PENAL DE AIJA,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL PENAL DE ASUNCIÓN,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL PENAL DE CARLOS FERMÍN FITZACARRALD,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL PENAL DE MARISCAL LUZURIAGA,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL PENAL DE OCROS,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL PENAL DE POMABAMBA,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL PENAL DE RECUAY,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL PENAL DE SIHUAS,PENAL
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALIA PROVINCIAL TRANSITORIA DE EXTINCION DE DOMINIO DE ANCASH,EXTINCIÓN DE DOMINIO
2026,2,05/03/2026,ANCASH,PROVINCIAL,FISCALÍA PENAL SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO DE SANTA Y ANCASH,SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO
2026,2,05/03/2026,ANCASH,SUPERIOR,1º FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE ANCASH,CORRUPCIÓN DE FUNCIONARIOS
2026,2,05/03/2026,ANCASH,SUPERIOR,1º FISCALIA SUPERIOR PENAL DE ANCASH,PENAL
2026,2,05/03/2026,ANCASH,SUPERIOR,2º FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE ANCASH,CORRUPCIÓN DE FUNCIONARIOS
2026,2,05/03/2026,ANCASH,SUPERIOR,2º FISCALIA SUPERIOR PENAL DE ANCASH,PENAL
2026,2,05/03/2026,ANCASH,SUPERIOR,3º FISCALIA SUPERIOR PENAL DE ANCASH,PENAL
2026,2,05/03/2026,ANCASH,SUPERIOR,FISCALÍA SUPERIOR DE FAMILIA DE ANCASH,FAMILIA
2026,2,05/03/2026,ANCASH,SUPERIOR,FISCALIA SUPERIOR MIXTA DE HUARI,MIXTA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,1º FISCALÍA PROVINCIAL DE FAMILIA DE  ABANCAY,FAMILIA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,1º FISCALÍA PROVINCIAL DE FAMILIA DE ANDAHUAYLAS,FAMILIA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,1º FISCALIA PROVINCIAL PENAL CORPORATIVA DE ABANCAY,PENAL
2026,2,05/03/2026,APURIMAC,PROVINCIAL,1º FISCALIA PROVINCIAL PENAL CORPORATIVA DE ANDAHUAYLAS,PENAL
2026,2,05/03/2026,APURIMAC,PROVINCIAL,2º FISCALÍA PROVINCIAL DE FAMILIA DE ABANCAY,FAMILIA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,2º FISCALÍA PROVINCIAL DE FAMILIA DE ANDAHUAYLAS,FAMILIA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,2º FISCALIA PROVINCIAL PENAL CORPORATIVA DE ABANCAY,PENAL
2026,2,05/03/2026,APURIMAC,PROVINCIAL,2º FISCALIA PROVINCIAL PENAL CORPORATIVA DE ANDAHUAYLAS,PENAL
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE APURIMAC,CORRUPCIÓN DE FUNCIONARIOS
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE ANTABAMBA,FAMILIA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE AYMARAES,FAMILIA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE CHINCHEROS,FAMILIA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE COTABAMBAS,FAMILIA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE GRAÚ,FAMILIA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL DE PREVENCIÓN DEL DELITO DE ANDAHUAYLAS,PREVENCIÓN DEL DELITO
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA DE ABANCAY,CRIMINALIDAD ORGANIZADA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA DE ANDAHUAYLAS,CRIMINALIDAD ORGANIZADA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA DE PREVENCIÓN DEL DELITO - APURÍMAC,PREVENCIÓN DEL DELITO
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN DELITO DE TRÁFICO ILÍCITO DE DROGAS - SEDE ANDAHUAYLAS,TRÁFICO ILÍCITO DE DROGAS
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE ANDAHUAYLAS,CORRUPCIÓN DE FUNCIONARIOS
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL ESPECIALIZADA EN MATERIA AMBIENTAL DE APURÍMAC,MATERIA AMBIENTAL
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL MIXTA DE CHALHUAHUACHO - COTABAMBAS,MIXTA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL MIXTA DE CURAHUASI - ABANCAY,MIXTA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL MIXTA DE HUANCARAMA,MIXTA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL MIXTA DE OCABAMBA - CHINCHEROS,MIXTA
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL PENAL CORPORATIVA DE ANTABAMBA,PENAL
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL PENAL CORPORATIVA DE AYMARAES,PENAL
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHINCHEROS,PENAL
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL PENAL CORPORATIVA DE COTABAMBAS,PENAL
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL PENAL CORPORATIVA DE GRAÚ,PENAL
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALIA PROVINCIAL TRANSITORIA DE EXTINCION DE DOMINIO DE APURIMAC,EXTINCIÓN DE DOMINIO
2026,2,05/03/2026,APURIMAC,PROVINCIAL,FISCALÍA PENAL SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO DE APURÍMAC,SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO
2026,2,05/03/2026,APURIMAC,PROVINCIAL,1° FISCALÍA PENAL SUPRAPROVINCIAL TRANSITORIA  ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO DE APURÍMAC,SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO
2026,2,05/03/2026,APURIMAC,PROVINCIAL,2° FISCALÍA PENAL SUPRAPROVINCIAL TRANSITORIA  ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO DE APURÍMAC,SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO
2026,2,05/03/2026,APURIMAC,SUPERIOR,1º FISCALIA SUPERIOR PENAL DE ABANCAY,PENAL
2026,2,05/03/2026,APURIMAC,SUPERIOR,1º FISCALIA SUPERIOR PENAL DE ANDAHUAYLAS,PENAL
2026,2,05/03/2026,APURIMAC,SUPERIOR,2º FISCALIA SUPERIOR PENAL DE ABANCAY,PENAL
2026,2,05/03/2026,APURIMAC,SUPERIOR,2º FISCALIA SUPERIOR PENAL DE ANDAHUAYLAS,PENAL
2026,2,05/03/2026,APURIMAC,SUPERIOR,FISCALÍA SUPERIOR DE FAMILIA DE ABANCAY,FAMILIA
2026,2,05/03/2026,APURIMAC,SUPERIOR,FISCALÍA SUPERIOR DE FAMILIA DE ANDAHUAYLAS,FAMILIA
2026,2,05/03/2026,APURIMAC,SUPERIOR,FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE APURIMAC,CORRUPCIÓN DE FUNCIONARIOS
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,1° FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR DE AREQUIPA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,1ª FISCALÍA PROVINCIAL ESPECIALIZADA DE PREVENCIÓN DEL DELITO DE AREQUIPA,PREVENCIÓN DEL DELITO
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,1º FISCALÍA PROVINCIAL DE FAMILIA DE AREQUIPA,FAMILIA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,1º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE AREQUIPA,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,1º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CAMANA,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,1º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE MARIANO MELGAR,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,1º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE PAUCARPATA,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,2° FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR DE AREQUIPA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,2ª FISCALÍA PROVINCIAL ESPECIALIZADA DE PREVENCIÓN DEL DELITO DE AREQUIPA,PREVENCIÓN DEL DELITO
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,2º FISCALÍA PROVINCIAL DE FAMILIA DE AREQUIPA,FAMILIA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,2º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE AREQUIPA,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,2º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CAMANA,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,2º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE MARIANO MELGAR,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,2º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE PAUCARPATA,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,3ª FISCALÍA PROVINCIAL ESPECIALIZADA DE PREVENCIÓN DEL DELITO DE AREQUIPA,PREVENCIÓN DEL DELITO
